 Year ; Month ; Day ; FECHA completa ;Valor Neto; Margen ; Mar% ; Cantidad ; Costo Promedio ; Fecha con dia semana ; Semana del año ; DIA de la semana ; index 
2015;Enero;5;5/Enero/2015;23734138.00;$ 9,670,079.43;40.74%;38,807.00;$ 14,064,058.57;lunes, 5 de enero de 2015;2;lunes;1
2015;Enero;6;6/Enero/2015;27192866.00;$ 10,187,487.24;37.46%;31,688.00;$ 17,005,378.76;martes, 6 de enero de 2015;2;martes;2
2015;Enero;7;7/Enero/2015;26458269.00;$ 10,429,886.24;39.42%;47,650.00;$ 16,028,382.76;miércoles, 7 de enero de 2015;2;miércoles;3
2015;Enero;8;8/Enero/2015;37313509.83;$ 15,939,089.68;42.72%;35,077.00;$ 21,374,420.15;jueves, 8 de enero de 2015;2;jueves;4
2015;Enero;9;9/Enero/2015;46805518.00;$ 18,219,641.25;38.93%;55,103.00;$ 28,585,876.75;viernes, 9 de enero de 2015;2;viernes;5
2015;Enero;10;10/Enero/2015;513340.00;$ 145,073.15;28.26%;2,796.00;$ 368,266.85;sábado, 10 de enero de 2015;2;sábado;6
2015;Enero;12;12/Enero/2015;21898408.00;$ 8,700,454.15;39.73%;33,934.00;$ 13,197,953.85;lunes, 12 de enero de 2015;3;lunes;7
2015;Enero;13;13/Enero/2015;34215397.00;$ 13,071,684.62;38.20%;44,198.00;$ 21,143,712.38;martes, 13 de enero de 2015;3;martes;8
2015;Enero;14;14/Enero/2015;45176004.00;$ 18,390,652.05;40.71%;64,463.00;$ 26,785,351.95;miércoles, 14 de enero de 2015;3;miércoles;9
2015;Enero;15;15/Enero/2015;45078201.00;$ 15,216,405.15;33.76%;42,344.00;$ 29,861,795.85;jueves, 15 de enero de 2015;3;jueves;10
2015;Enero;16;16/Enero/2015;26187023.00;$ 10,576,002.65;40.39%;18,163.00;$ 15,611,020.35;viernes, 16 de enero de 2015;3;viernes;11
2015;Enero;19;19/Enero/2015;30560188.00;$ 12,625,463.77;41.31%;26,250.00;$ 17,934,724.23;lunes, 19 de enero de 2015;4;lunes;12
2015;Enero;20;20/Enero/2015;52382656.31;$ 19,411,828.77;37.06%;58,351.38;$ 32,970,827.54;martes, 20 de enero de 2015;4;martes;13
2015;Enero;21;21/Enero/2015;30225892.00;$ 12,019,349.98;39.77%;32,284.00;$ 18,206,542.02;miércoles, 21 de enero de 2015;4;miércoles;14
2015;Enero;22;22/Enero/2015;58440105.00;$ 20,044,236.41;34.30%;36,474.00;$ 38,395,868.59;jueves, 22 de enero de 2015;4;jueves;15
2015;Enero;23;23/Enero/2015;41559892.00;$ 15,793,681.13;38.00%;35,054.00;$ 25,766,210.87;viernes, 23 de enero de 2015;4;viernes;16
2015;Enero;24;24/Enero/2015;2482.00;$ 2,027.10;81.67%;4.00;$ 454.90;sábado, 24 de enero de 2015;4;sábado;17
2015;Enero;26;26/Enero/2015;32984194.51;$ 13,875,204.00;42.07%;28,415.00;$ 19,108,990.51;lunes, 26 de enero de 2015;5;lunes;18
2015;Enero;27;27/Enero/2015;58555825.00;$ 21,830,846.54;37.28%;37,224.00;$ 36,724,978.46;martes, 27 de enero de 2015;5;martes;19
2015;Enero;28;28/Enero/2015;75488660.00;$ 13,944,260.13;18.47%;41,155.00;$ 61,544,399.87;miércoles, 28 de enero de 2015;5;miércoles;20
2015;Enero;29;29/Enero/2015;-8719625.75;$ 6,527,345.39;-74.86%;22,708.00;-$ 15,246,971.14;jueves, 29 de enero de 2015;5;jueves;21
2015;Enero;30;30/Enero/2015;149127682.00;$ 35,891,407.88;24.07%;79,038.00;$ 113,236,274.12;viernes, 30 de enero de 2015;5;viernes;22
2015;Enero;31;31/Enero/2015;8089697.00;$ 3,021,859.64;37.35%;5,773.00;$ 5,067,837.37;sábado, 31 de enero de 2015;5;sábado;23
2015;Febrero;2;2/Febrero/2015;14051649.00;$ 5,574,691.56;39.67%;18,195.00;$ 8,476,957.44;lunes, 2 de febrero de 2015;6;lunes;24
2015;Febrero;3;3/Febrero/2015;29143777.68;$ 11,248,878.29;38.60%;23,564.00;$ 17,894,899.39;martes, 3 de febrero de 2015;6;martes;25
2015;Febrero;4;4/Febrero/2015;47898965.00;$ 18,260,730.85;38.12%;62,284.00;$ 29,638,234.15;miércoles, 4 de febrero de 2015;6;miércoles;26
2015;Febrero;5;5/Febrero/2015;29033318.25;$ 13,338,402.23;45.94%;22,268.00;$ 15,694,916.02;jueves, 5 de febrero de 2015;6;jueves;27
2015;Febrero;6;6/Febrero/2015;46768921.00;$ 17,467,106.68;37.35%;43,656.00;$ 29,301,814.32;viernes, 6 de febrero de 2015;6;viernes;28
2015;Febrero;7;7/Febrero/2015;388233.00;$ 156,771.95;40.38%;427.00;$ 231,461.05;sábado, 7 de febrero de 2015;6;sábado;29
2015;Febrero;8;8/Febrero/2015;33500.00;$ 12,009.62;35.85%;250.00;$ 21,490.39;domingo, 8 de febrero de 2015;7;domingo;30
2015;Febrero;9;9/Febrero/2015;34184180.28;$ 14,274,847.11;41.76%;31,662.00;$ 19,909,333.17;lunes, 9 de febrero de 2015;7;lunes;31
2015;Febrero;10;10/Febrero/2015;34202619.00;$ 13,997,146.57;40.92%;24,687.00;$ 20,205,472.43;martes, 10 de febrero de 2015;7;martes;32
2015;Febrero;11;11/Febrero/2015;31851048.00;$ 13,436,245.05;42.18%;52,870.00;$ 18,414,802.95;miércoles, 11 de febrero de 2015;7;miércoles;33
2015;Febrero;12;12/Febrero/2015;30809751.00;$ 13,622,678.14;44.22%;34,994.00;$ 17,187,072.86;jueves, 12 de febrero de 2015;7;jueves;34
2015;Febrero;13;13/Febrero/2015;38416935.00;$ 14,345,260.84;37.34%;39,954.00;$ 24,071,674.16;viernes, 13 de febrero de 2015;7;viernes;35
2015;Febrero;14;14/Febrero/2015;7409.00;$ 3,431.32;46.31%;10.00;$ 3,977.68;sábado, 14 de febrero de 2015;7;sábado;36
2015;Febrero;16;16/Febrero/2015;25894567.00;$ 10,262,210.51;39.63%;52,330.00;$ 15,632,356.49;lunes, 16 de febrero de 2015;8;lunes;37
2015;Febrero;17;17/Febrero/2015;22729061.00;$ 9,725,374.76;42.79%;14,990.00;$ 13,003,686.24;martes, 17 de febrero de 2015;8;martes;38
2015;Febrero;18;18/Febrero/2015;36255734.00;$ 13,018,442.00;35.91%;50,273.00;$ 23,237,292.00;miércoles, 18 de febrero de 2015;8;miércoles;39
2015;Febrero;19;19/Febrero/2015;28191060.00;$ 11,454,820.49;40.63%;30,181.00;$ 16,736,239.51;jueves, 19 de febrero de 2015;8;jueves;40
2015;Febrero;20;20/Febrero/2015;34092122.00;$ 12,878,345.03;37.78%;33,147.00;$ 21,213,776.97;viernes, 20 de febrero de 2015;8;viernes;41
2015;Febrero;21;21/Febrero/2015;-15371.00;-$ 22,225.87;144.60%;-87.00;$ 6,854.87;sábado, 21 de febrero de 2015;8;sábado;42
2015;Febrero;23;23/Febrero/2015;27797891.13;$ 8,700,448.59;31.30%;26,760.00;$ 19,097,442.54;lunes, 23 de febrero de 2015;9;lunes;43
2015;Febrero;24;24/Febrero/2015;19056508.00;$ 10,586,405.36;55.55%;26,238.00;$ 8,470,102.64;martes, 24 de febrero de 2015;9;martes;44
2015;Febrero;25;25/Febrero/2015;44476850.00;$ 17,022,831.80;38.27%;43,348.00;$ 27,454,018.20;miércoles, 25 de febrero de 2015;9;miércoles;45
2015;Febrero;26;26/Febrero/2015;43363849.70;$ 14,425,624.13;33.27%;54,522.00;$ 28,938,225.57;jueves, 26 de febrero de 2015;9;jueves;46
2015;Febrero;27;27/Febrero/2015;21466292.80;$ 20,269,119.01;94.42%;34,443.00;$ 1,197,173.79;viernes, 27 de febrero de 2015;9;viernes;47
2015;Febrero;28;28/Febrero/2015;20067767.00;$ 7,012,764.59;34.95%;49,318.00;$ 13,055,002.41;sábado, 28 de febrero de 2015;9;sábado;48
2015;Marzo;2;2/Marzo/2015;18819493.22;$ 7,452,345.82;39.60%;15,471.00;$ 11,367,147.40;lunes, 2 de marzo de 2015;10;lunes;49
2015;Marzo;3;3/Marzo/2015;25109337.65;$ 10,963,224.16;43.66%;20,117.00;$ 14,146,113.49;martes, 3 de marzo de 2015;10;martes;50
2015;Marzo;4;4/Marzo/2015;49228802.00;$ 20,573,523.69;41.79%;56,597.00;$ 28,655,278.31;miércoles, 4 de marzo de 2015;10;miércoles;51
2015;Marzo;5;5/Marzo/2015;27305950.00;$ 11,968,928.45;43.83%;24,214.00;$ 15,337,021.55;jueves, 5 de marzo de 2015;10;jueves;52
2015;Marzo;6;6/Marzo/2015;28754461.12;$ 11,678,090.61;40.61%;31,958.00;$ 17,076,370.51;viernes, 6 de marzo de 2015;10;viernes;53
2015;Marzo;7;7/Marzo/2015;371634.00;$ 112,107.57;30.17%;2,216.00;$ 259,526.43;sábado, 7 de marzo de 2015;10;sábado;54
2015;Marzo;9;9/Marzo/2015;27600647.01;$ 10,731,224.21;38.88%;18,890.00;$ 16,869,422.80;lunes, 9 de marzo de 2015;11;lunes;55
2015;Marzo;10;10/Marzo/2015;28584098.32;$ 10,570,109.91;36.98%;35,949.00;$ 18,013,988.41;martes, 10 de marzo de 2015;11;martes;56
2015;Marzo;11;11/Marzo/2015;49176849.00;$ 19,947,904.74;40.56%;49,777.00;$ 29,228,944.26;miércoles, 11 de marzo de 2015;11;miércoles;57
2015;Marzo;12;12/Marzo/2015;40140327.64;$ 15,232,376.97;37.95%;37,780.00;$ 24,907,950.67;jueves, 12 de marzo de 2015;11;jueves;58
2015;Marzo;13;13/Marzo/2015;28689736.98;$ 11,305,239.73;39.41%;21,749.00;$ 17,384,497.25;viernes, 13 de marzo de 2015;11;viernes;59
2015;Marzo;14;14/Marzo/2015;1453455.00;$ 667,480.40;45.92%;523.00;$ 785,974.60;sábado, 14 de marzo de 2015;11;sábado;60
2015;Marzo;16;16/Marzo/2015;49613766.80;$ 18,369,108.79;37.02%;25,865.00;$ 31,244,658.01;lunes, 16 de marzo de 2015;12;lunes;61
2015;Marzo;17;17/Marzo/2015;41400310.89;$ 15,922,836.49;38.46%;43,768.00;$ 25,477,474.40;martes, 17 de marzo de 2015;12;martes;62
2015;Marzo;18;18/Marzo/2015;37252171.00;$ 13,444,247.23;36.09%;40,007.00;$ 23,807,923.77;miércoles, 18 de marzo de 2015;12;miércoles;63
2015;Marzo;19;19/Marzo/2015;33262314.00;$ 12,829,672.14;38.57%;29,789.00;$ 20,432,641.86;jueves, 19 de marzo de 2015;12;jueves;64
2015;Marzo;20;20/Marzo/2015;34893840.00;$ 17,005,128.03;48.73%;28,229.00;$ 17,888,711.97;viernes, 20 de marzo de 2015;12;viernes;65
2015;Marzo;21;21/Marzo/2015;37300.00;$ 14,106.39;37.82%;21.00;$ 23,193.61;sábado, 21 de marzo de 2015;12;sábado;66
2015;Marzo;23;23/Marzo/2015;34845517.00;$ 13,132,974.36;37.69%;18,864.03;$ 21,712,542.64;lunes, 23 de marzo de 2015;13;lunes;67
2015;Marzo;24;24/Marzo/2015;47774511.00;$ 17,636,956.63;36.92%;16,780.81;$ 30,137,554.37;martes, 24 de marzo de 2015;13;martes;68
2015;Marzo;25;25/Marzo/2015;51613926.00;$ 17,705,548.58;34.30%;56,728.00;$ 33,908,377.42;miércoles, 25 de marzo de 2015;13;miércoles;69
2015;Marzo;26;26/Marzo/2015;26760050.00;$ 10,101,751.80;37.75%;22,962.00;$ 16,658,298.20;jueves, 26 de marzo de 2015;13;jueves;70
2015;Marzo;27;27/Marzo/2015;48718784.96;$ 19,506,435.79;40.04%;51,196.00;$ 29,212,349.17;viernes, 27 de marzo de 2015;13;viernes;71
2015;Marzo;30;30/Marzo/2015;26202136.46;$ 10,169,768.35;38.81%;20,172.00;$ 16,032,368.11;lunes, 30 de marzo de 2015;14;lunes;72
2015;Marzo;31;31/Marzo/2015;90979973.58;$ 34,621,484.32;38.05%;57,856.44;$ 56,358,489.26;martes, 31 de marzo de 2015;14;martes;73
2015;Abril;1;1/Abril/2015;23283456.35;$ 12,190,382.50;52.36%;24,930.00;$ 11,093,073.85;miércoles, 1 de abril de 2015;14;miércoles;74
2015;Abril;2;2/Abril/2015;34232805.82;$ 13,729,941.57;40.11%;38,118.20;$ 20,502,864.25;jueves, 2 de abril de 2015;14;jueves;75
2015;Abril;3;3/Abril/2015;143400.00;$ 39,217.08;27.35%;430.00;$ 104,182.92;viernes, 3 de abril de 2015;14;viernes;76
2015;Abril;4;4/Abril/2015;15660.00;$ 5,734.93;36.62%;10.00;$ 9,925.07;sábado, 4 de abril de 2015;14;sábado;77
2015;Abril;6;6/Abril/2015;27221181.00;$ 9,873,236.37;36.27%;17,410.00;$ 17,347,944.63;lunes, 6 de abril de 2015;15;lunes;78
2015;Abril;7;7/Abril/2015;31645735.00;$ 12,613,478.48;39.86%;23,277.00;$ 19,032,256.52;martes, 7 de abril de 2015;15;martes;79
2015;Abril;8;8/Abril/2015;46268791.00;$ 18,924,713.34;40.90%;35,020.00;$ 27,344,077.66;miércoles, 8 de abril de 2015;15;miércoles;80
2015;Abril;9;9/Abril/2015;40902462.00;$ 15,726,740.45;38.45%;37,193.00;$ 25,175,721.55;jueves, 9 de abril de 2015;15;jueves;81
2015;Abril;10;10/Abril/2015;46898665.00;$ 17,895,521.46;38.16%;43,403.00;$ 29,003,143.54;viernes, 10 de abril de 2015;15;viernes;82
2015;Abril;14;14/Abril/2015;1887579.00;$ 1,887,579.00;100.00%;1.00;$ 0.00;martes, 14 de abril de 2015;16;martes;83
2015;Abril;15;15/Abril/2015;33182765.00;$ 13,353,949.83;40.24%;34,763.00;$ 19,828,815.17;miércoles, 15 de abril de 2015;16;miércoles;84
2015;Abril;16;16/Abril/2015;23817585.63;$ 9,200,695.15;38.63%;23,459.00;$ 14,616,890.48;jueves, 16 de abril de 2015;16;jueves;85
2015;Abril;17;17/Abril/2015;27734229.44;$ 11,938,511.09;43.05%;40,417.00;$ 15,795,718.35;viernes, 17 de abril de 2015;16;viernes;86
2015;Abril;18;18/Abril/2015;925988.00;$ 448,698.61;48.46%;1,483.00;$ 477,289.39;sábado, 18 de abril de 2015;16;sábado;87
2015;Abril;19;19/Abril/2015;44798.00;$ 15,409.70;34.40%;80.00;$ 29,388.30;domingo, 19 de abril de 2015;17;domingo;88
2015;Abril;20;20/Abril/2015;27848319.00;$ 10,477,438.45;37.62%;26,764.00;$ 17,370,880.55;lunes, 20 de abril de 2015;17;lunes;89
2015;Abril;21;21/Abril/2015;53320046.00;$ 21,899,399.52;41.07%;36,340.00;$ 31,420,646.48;martes, 21 de abril de 2015;17;martes;90
2015;Abril;22;22/Abril/2015;33705107.00;$ 12,858,022.56;38.15%;42,570.00;$ 20,847,084.44;miércoles, 22 de abril de 2015;17;miércoles;91
2015;Abril;23;23/Abril/2015;28486953.60;$ 12,984,001.97;45.58%;27,736.00;$ 15,502,951.63;jueves, 23 de abril de 2015;17;jueves;92
2015;Abril;24;24/Abril/2015;31380135.00;$ 12,722,023.16;40.54%;30,634.00;$ 18,658,111.84;viernes, 24 de abril de 2015;17;viernes;93
2015;Abril;25;25/Abril/2015;597267.00;$ 262,729.52;43.99%;656.00;$ 334,537.48;sábado, 25 de abril de 2015;17;sábado;94
2015;Abril;27;27/Abril/2015;23401746.00;$ 8,566,024.72;36.60%;17,304.00;$ 14,835,721.28;lunes, 27 de abril de 2015;18;lunes;95
2015;Abril;28;28/Abril/2015;49102135.00;$ 18,312,382.50;37.29%;51,295.00;$ 30,789,752.50;martes, 28 de abril de 2015;18;martes;96
2015;Abril;29;29/Abril/2015;36366330.22;$ 13,510,149.02;37.15%;27,845.00;$ 22,856,181.20;miércoles, 29 de abril de 2015;18;miércoles;97
2015;Abril;30;30/Abril/2015;108010729.00;$ 27,852,585.15;25.79%;54,610.00;$ 80,158,143.85;jueves, 30 de abril de 2015;18;jueves;98
2015;Mayo;4;4/Mayo/2015;15074993.00;$ 6,470,075.95;42.92%;13,471.00;$ 8,604,917.05;lunes, 4 de mayo de 2015;19;lunes;99
2015;Mayo;5;5/Mayo/2015;36420139.23;$ 16,518,667.11;45.36%;36,356.00;$ 19,901,472.12;martes, 5 de mayo de 2015;19;martes;100
2015;Mayo;6;6/Mayo/2015;26855072.00;$ 9,761,804.01;36.35%;19,908.94;$ 17,093,267.99;miércoles, 6 de mayo de 2015;19;miércoles;101
2015;Mayo;7;7/Mayo/2015;29490698.00;$ 10,764,782.06;36.50%;18,998.00;$ 18,725,915.94;jueves, 7 de mayo de 2015;19;jueves;102
2015;Mayo;8;8/Mayo/2015;29122893.00;$ 11,675,194.81;40.09%;32,188.09;$ 17,447,698.19;viernes, 8 de mayo de 2015;19;viernes;103
2015;Mayo;9;9/Mayo/2015;27414.00;$ 9,770.64;35.64%;30.00;$ 17,643.36;sábado, 9 de mayo de 2015;19;sábado;104
2015;Mayo;11;11/Mayo/2015;28633242.00;$ 11,794,644.51;41.19%;16,420.00;$ 16,838,597.49;lunes, 11 de mayo de 2015;20;lunes;105
2015;Mayo;12;12/Mayo/2015;36319635.00;$ 16,508,194.78;45.45%;30,586.00;$ 19,811,440.22;martes, 12 de mayo de 2015;20;martes;106
2015;Mayo;13;13/Mayo/2015;36058097.00;$ 15,073,927.88;41.80%;39,700.00;$ 20,984,169.12;miércoles, 13 de mayo de 2015;20;miércoles;107
2015;Mayo;14;14/Mayo/2015;32868820.00;$ 11,887,964.01;36.17%;20,311.00;$ 20,980,855.99;jueves, 14 de mayo de 2015;20;jueves;108
2015;Mayo;15;15/Mayo/2015;40948283.00;$ 16,913,282.22;41.30%;26,957.76;$ 24,035,000.78;viernes, 15 de mayo de 2015;20;viernes;109
2015;Mayo;18;18/Mayo/2015;32194579.00;$ 11,891,854.67;36.94%;21,330.00;$ 20,302,724.33;lunes, 18 de mayo de 2015;21;lunes;110
2015;Mayo;19;19/Mayo/2015;33516221.85;$ 12,854,459.66;38.35%;32,025.00;$ 20,661,762.19;martes, 19 de mayo de 2015;21;martes;111
2015;Mayo;20;20/Mayo/2015;47786283.00;$ 17,515,387.58;36.65%;53,484.00;$ 30,270,895.42;miércoles, 20 de mayo de 2015;21;miércoles;112
2015;Mayo;21;21/Mayo/2015;981327.00;$ 251,387.99;25.62%;754.00;$ 729,939.01;jueves, 21 de mayo de 2015;21;jueves;113
2015;Mayo;22;22/Mayo/2015;20387082.00;$ 8,329,922.87;40.86%;16,055.00;$ 12,057,159.13;viernes, 22 de mayo de 2015;21;viernes;114
2015;Mayo;25;25/Mayo/2015;30609924.00;$ 13,851,006.10;45.25%;21,396.00;$ 16,758,917.90;lunes, 25 de mayo de 2015;22;lunes;115
2015;Mayo;26;26/Mayo/2015;40130294.56;$ 13,453,348.02;33.52%;24,966.00;$ 26,676,946.54;martes, 26 de mayo de 2015;22;martes;116
2015;Mayo;27;27/Mayo/2015;47112955.77;$ 15,335,702.45;32.55%;25,563.52;$ 31,777,253.32;miércoles, 27 de mayo de 2015;22;miércoles;117
2015;Mayo;28;28/Mayo/2015;32757445.15;$ 10,853,920.44;33.13%;18,414.00;$ 21,903,524.71;jueves, 28 de mayo de 2015;22;jueves;118
2015;Mayo;29;29/Mayo/2015;171148684.00;$ 38,584,490.04;22.54%;65,342.19;$ 132,564,193.96;viernes, 29 de mayo de 2015;22;viernes;119
2015;Mayo;30;30/Mayo/2015;15217343.00;$ 5,924,642.80;38.93%;6,677.00;$ 9,292,700.20;sábado, 30 de mayo de 2015;22;sábado;120
2015;Junio;1;1/Junio/2015;18626233.00;$ 4,567,160.42;24.52%;9,855.58;$ 14,059,072.58;lunes, 1 de junio de 2015;23;lunes;121
2015;Junio;2;2/Junio/2015;29016960.25;$ 12,509,267.67;43.11%;18,159.00;$ 16,507,692.58;martes, 2 de junio de 2015;23;martes;122
2015;Junio;3;3/Junio/2015;39221246.05;$ 15,961,439.35;40.70%;36,822.00;$ 23,259,806.70;miércoles, 3 de junio de 2015;23;miércoles;123
2015;Junio;4;4/Junio/2015;40868368.00;$ 16,270,928.02;39.81%;23,855.00;$ 24,597,439.98;jueves, 4 de junio de 2015;23;jueves;124
2015;Junio;5;5/Junio/2015;17962832.07;$ 7,606,337.52;42.34%;13,104.00;$ 10,356,494.56;viernes, 5 de junio de 2015;23;viernes;125
2015;Junio;8;8/Junio/2015;20065680.00;$ 9,604,111.16;47.86%;13,563.00;$ 10,461,568.84;lunes, 8 de junio de 2015;24;lunes;126
2015;Junio;9;9/Junio/2015;37696758.80;$ 13,297,977.79;35.28%;43,367.00;$ 24,398,781.01;martes, 9 de junio de 2015;24;martes;127
2015;Junio;10;10/Junio/2015;32644295.62;$ 12,902,830.53;39.53%;22,588.38;$ 19,741,465.09;miércoles, 10 de junio de 2015;24;miércoles;128
2015;Junio;11;11/Junio/2015;32793998.32;$ 12,418,195.13;37.87%;23,498.00;$ 20,375,803.19;jueves, 11 de junio de 2015;24;jueves;129
2015;Junio;12;12/Junio/2015;38847623.92;$ 14,901,089.38;38.36%;29,993.10;$ 23,946,534.54;viernes, 12 de junio de 2015;24;viernes;130
2015;Junio;13;13/Junio/2015;117905.00;$ 37,124.07;31.49%;76.00;$ 80,780.93;sábado, 13 de junio de 2015;24;sábado;131
2015;Junio;15;15/Junio/2015;30701146.00;$ 10,987,227.89;35.79%;18,173.00;$ 19,713,918.11;lunes, 15 de junio de 2015;25;lunes;132
2015;Junio;16;16/Junio/2015;34986288.00;$ 15,478,907.77;44.24%;23,001.10;$ 19,507,380.23;martes, 16 de junio de 2015;25;martes;133
2015;Junio;17;17/Junio/2015;50640521.00;$ 18,408,492.53;36.35%;40,252.00;$ 32,232,028.47;miércoles, 17 de junio de 2015;25;miércoles;134
2015;Junio;18;18/Junio/2015;32444049.04;$ 12,233,558.19;37.71%;37,028.00;$ 20,210,490.85;jueves, 18 de junio de 2015;25;jueves;135
2015;Junio;19;19/Junio/2015;25558984.00;$ 8,941,714.36;34.98%;19,574.00;$ 16,617,269.64;viernes, 19 de junio de 2015;25;viernes;136
2015;Junio;20;20/Junio/2015;703912.00;$ 253,445.74;36.01%;1,280.00;$ 450,466.26;sábado, 20 de junio de 2015;25;sábado;137
2015;Junio;22;22/Junio/2015;30080164.00;$ 11,731,628.76;39.00%;17,946.00;$ 18,348,535.24;lunes, 22 de junio de 2015;26;lunes;138
2015;Junio;23;23/Junio/2015;83189455.00;$ 22,699,264.59;27.29%;38,336.21;$ 60,490,190.41;martes, 23 de junio de 2015;26;martes;139
2015;Junio;24;24/Junio/2015;37069792.00;$ 12,597,492.77;33.98%;21,063.00;$ 24,472,299.23;miércoles, 24 de junio de 2015;26;miércoles;140
2015;Junio;25;25/Junio/2015;27905371.00;$ 11,161,743.45;40.00%;24,188.00;$ 16,743,627.56;jueves, 25 de junio de 2015;26;jueves;141
2015;Junio;26;26/Junio/2015;63616518.60;$ 15,722,988.41;24.72%;31,390.08;$ 47,893,530.19;viernes, 26 de junio de 2015;26;viernes;142
2015;Junio;27;27/Junio/2015;2916480.00;$ 1,323,929.57;45.39%;584.00;$ 1,592,550.43;sábado, 27 de junio de 2015;26;sábado;143
2015;Junio;30;30/Junio/2015;102955995.00;$ 30,175,816.40;29.31%;53,852.00;$ 72,780,178.60;martes, 30 de junio de 2015;27;martes;144
2015;Julio;1;1/Julio/2015;17369168.73;$ 7,501,282.55;43.19%;13,437.00;$ 9,867,886.18;miércoles, 1 de julio de 2015;27;miércoles;145
2015;Julio;2;2/Julio/2015;28266939.19;$ 11,558,652.06;40.89%;28,470.00;$ 16,708,287.13;jueves, 2 de julio de 2015;27;jueves;146
2015;Julio;3;3/Julio/2015;27316293.00;$ 9,608,573.10;35.18%;19,596.00;$ 17,707,719.90;viernes, 3 de julio de 2015;27;viernes;147
2015;Julio;6;6/Julio/2015;40017491.56;$ 17,068,877.00;42.65%;17,129.00;$ 22,948,614.56;lunes, 6 de julio de 2015;28;lunes;148
2015;Julio;7;7/Julio/2015;30618301.49;$ 11,408,707.83;37.26%;28,028.00;$ 19,209,593.66;martes, 7 de julio de 2015;28;martes;149
2015;Julio;8;8/Julio/2015;24986666.97;$ 10,299,031.85;41.22%;20,122.00;$ 14,687,635.12;miércoles, 8 de julio de 2015;28;miércoles;150
2015;Julio;9;9/Julio/2015;22996887.77;$ 9,138,132.75;39.74%;20,375.00;$ 13,858,755.02;jueves, 9 de julio de 2015;28;jueves;151
2015;Julio;10;10/Julio/2015;27176773.24;$ 10,659,035.32;39.22%;31,394.00;$ 16,517,737.92;viernes, 10 de julio de 2015;28;viernes;152
2015;Julio;11;11/Julio/2015;144979.00;$ 47,096.16;32.48%;333.00;$ 97,882.84;sábado, 11 de julio de 2015;28;sábado;153
2015;Julio;13;13/Julio/2015;34580821.16;$ 9,507,876.83;27.49%;16,894.99;$ 25,072,944.33;lunes, 13 de julio de 2015;29;lunes;154
2015;Julio;14;14/Julio/2015;36638011.47;$ 14,168,341.99;38.67%;29,619.00;$ 22,469,669.48;martes, 14 de julio de 2015;29;martes;155
2015;Julio;15;15/Julio/2015;29950946.57;$ 12,863,124.88;42.95%;23,691.00;$ 17,087,821.69;miércoles, 15 de julio de 2015;29;miércoles;156
2015;Julio;16;16/Julio/2015;135786.00;$ 43,633.82;32.13%;395.00;$ 92,152.18;jueves, 16 de julio de 2015;29;jueves;157
2015;Julio;17;17/Julio/2015;26319159.63;$ 10,207,015.79;38.78%;14,732.00;$ 16,112,143.84;viernes, 17 de julio de 2015;29;viernes;158
2015;Julio;20;20/Julio/2015;14972089.00;$ 6,037,555.74;40.33%;14,638.00;$ 8,934,533.26;lunes, 20 de julio de 2015;30;lunes;159
2015;Julio;21;21/Julio/2015;25324491.00;$ 10,727,372.40;42.36%;17,236.00;$ 14,597,118.60;martes, 21 de julio de 2015;30;martes;160
2015;Julio;22;22/Julio/2015;36064921.00;$ 13,675,070.55;37.92%;33,631.00;$ 22,389,850.45;miércoles, 22 de julio de 2015;30;miércoles;161
2015;Julio;23;23/Julio/2015;33725205.35;$ 12,568,493.45;37.27%;21,719.00;$ 21,156,711.90;jueves, 23 de julio de 2015;30;jueves;162
2015;Julio;24;24/Julio/2015;30998564.00;$ 11,464,698.26;36.98%;23,890.00;$ 19,533,865.74;viernes, 24 de julio de 2015;30;viernes;163
2015;Julio;25;25/Julio/2015;277240.00;$ 80,929.14;29.19%;2,797.00;$ 196,310.86;sábado, 25 de julio de 2015;30;sábado;164
2015;Julio;27;27/Julio/2015;24189303.69;$ 9,201,404.03;38.04%;17,979.67;$ 14,987,899.66;lunes, 27 de julio de 2015;31;lunes;165
2015;Julio;28;28/Julio/2015;35700532.55;$ 14,970,601.34;41.93%;36,372.00;$ 20,729,931.21;martes, 28 de julio de 2015;31;martes;166
2015;Julio;29;29/Julio/2015;36461599.00;$ 14,449,318.30;39.63%;23,409.00;$ 22,012,280.70;miércoles, 29 de julio de 2015;31;miércoles;167
2015;Julio;30;30/Julio/2015;59104563.00;$ 23,165,552.33;39.19%;30,296.00;$ 35,939,010.67;jueves, 30 de julio de 2015;31;jueves;168
2015;Julio;31;31/Julio/2015;118406433.00;$ 31,997,054.72;27.02%;46,602.44;$ 86,409,378.28;viernes, 31 de julio de 2015;31;viernes;169
2015;Agosto;1;1/Agosto/2015;59157.00;$ 17,996.12;30.42%;56.00;$ 41,160.88;sábado, 1 de agosto de 2015;31;sábado;170
2015;Agosto;3;3/Agosto/2015;15627841.00;$ 6,241,066.33;39.94%;11,315.00;$ 9,386,774.67;lunes, 3 de agosto de 2015;32;lunes;171
2015;Agosto;4;4/Agosto/2015;35698117.00;$ 12,579,074.48;35.24%;34,545.00;$ 23,119,042.52;martes, 4 de agosto de 2015;32;martes;172
